p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	-1.525140781	0.134	0.362	0	ECs	Olfml3
0	-1.531120485	0.093	0.426	0	ECs	Ank2
0	-1.550782015	0.395	0.603	0	ECs	Marcks
0	-1.554668066	0.127	0.43	0	ECs	Basp1
0	-1.560113436	0.347	0.563	0	ECs	Syt11
0	-1.577851076	0.144	0.381	0	ECs	Fcrls
0	-1.604175414	0.149	0.367	0	ECs	P2ry12
0	-1.618008016	0.612	0.738	0	ECs	Cnp
0	-1.655119657	0.328	0.579	0	ECs	Gpm6b
0	-1.668110698	0.146	0.39	0	ECs	Selplg
0	-1.713205535	0.217	0.456	0	ECs	Laptm5
0	-1.718808566	0.39	0.639	0	ECs	Lgmn
0	-1.726486526	0.179	0.405	0	ECs	Ly86
0	-1.742239441	0.531	0.679	0	ECs	Aplp1
0	-1.745783406	0.509	0.665	0	ECs	Mag
0	-1.803009291	0.709	0.808	0	ECs	Ctsd
0	-1.807280543	0.743	0.9	0	ECs	Ckb
0	-1.816382506	0.996	0.998	0	ECs	Plp1
0	-1.83815325	0.317	0.523	0	ECs	Tyrobp
0	-1.846915585	0.239	0.469	0	ECs	Trem2
0	-1.890005579	0.294	0.525	0	ECs	Csf1r
0	-1.904133166	0.239	0.467	0	ECs	Fcer1g
0	-1.991084294	0.215	0.446	0	ECs	Cx3cr1
0	-2.024751603	0.995	0.997	0	ECs	Cst3
0	-2.060277407	0.601	0.726	0	ECs	Hexb
0	-2.196031777	0.598	0.737	0	ECs	Ctss
0	-2.304767365	0.572	0.734	0	ECs	C1qb
0	-2.338447002	0.571	0.73	0	ECs	C1qa
0	-2.338695481	0.41	0.624	0	ECs	C1qc
1.76895376358566e-307	-1.110949232	0.099	0.306	4.95271674728713e-303	ECs	Mapt
9.38699881128449e-306	-1.21387908	0.125	0.335	2.62817192718343e-301	ECs	Aif1
1.36726030901149e-305	-1.265583148	0.177	0.38	3.82805541317038e-301	ECs	Unc93b1
9.10494403548616e-301	-1.046708227	0.086	0.287	2.54920223105542e-296	ECs	Cd68
5.08949315261792e-300	-1.034134037	0.116	0.328	1.42495629286997e-295	ECs	Itgam
2.72143479149997e-290	-1.468474264	0.816	0.844	7.61947312924161e-286	ECs	Dbi
2.27702498587905e-289	-1.475770839	0.427	0.581	6.37521455546416e-285	ECs	Cldn11
3.15880286952332e-289	-1.120123301	0.098	0.299	8.8440162740914e-285	ECs	Bcl2a1b
1.02907811562714e-286	-1.403260001	0.281	0.468	2.88121290813287e-282	ECs	Ugt8a
1.59329339279923e-284	-1.087648214	0.111	0.31	4.46090284115928e-280	ECs	Edil3
2.60561558647702e-282	-1.354442587	0.161	0.359	7.29520251901837e-278	ECs	Pex5l
1.73192576967281e-281	-1.265132235	0.119	0.319	4.84904576992993e-277	ECs	Cd52
2.18283231194517e-277	-1.006832837	0.601	0.689	6.11149390698409e-273	ECs	Rtn4
4.83432341135461e-276	-1.41403082	0.301	0.483	1.35351386871106e-271	ECs	Tubb4a
4.96206035943769e-275	-1.138317973	0.12	0.315	1.38927765943537e-270	ECs	Aspa
6.16525826681183e-273	-1.938475212	0.411	0.598	1.72614900954198e-268	ECs	Mt3
2.91003408508369e-269	-1.352337851	0.225	0.407	8.14751343141731e-265	ECs	Ptprd
4.55760633547565e-265	-1.208111239	0.138	0.333	1.27603862180647e-260	ECs	Cd14
2.09551507851729e-261	-1.328364243	0.282	0.463	5.86702311683271e-257	ECs	Gsn
4.16584817756561e-261	-1.014935441	0.162	0.356	1.16635417275482e-256	ECs	Tgfbr1
8.19752945516689e-258	-1.125461479	0.101	0.293	2.29514429685763e-253	ECs	Ttyh1
6.50916817652775e-253	-1.313502816	0.159	0.358	1.82243690606424e-248	ECs	Ndrg2
6.86456425306226e-253	-1.423579518	0.314	0.477	1.92194069957237e-248	ECs	Mog
6.0305184289773e-250	-1.150775657	0.309	0.483	1.68842454974506e-245	ECs	Ppp1r14a
5.0692107544044e-249	-1.255277436	0.346	0.507	1.41927762701814e-244	ECs	Hmgcs1
5.9269282736822e-249	-1.452280347	0.284	0.452	1.65942137806554e-244	ECs	Ermn
2.71516967085399e-247	-1.246562109	0.271	0.445	7.601932044457e-243	ECs	Stmn4
3.35171623212307e-238	-1.269737287	0.42	0.559	9.38413510669817e-234	ECs	Mobp
3.52413150025248e-235	-1.635922838	0.218	0.386	9.86686337440688e-231	ECs	Mafb
1.63145972116367e-231	-1.162674756	0.281	0.468	4.56776092731404e-227	ECs	S100b
1.83823314558351e-225	-1.433658821	0.297	0.45	5.14668516100472e-221	ECs	Tspan2
1.73757743272602e-219	-1.433006426	0.104	0.275	4.86486929614632e-215	ECs	Lyz2
2.48931708478122e-219	-1.047623278	0.12	0.291	6.96958997397047e-215	ECs	Il1a
2.74405154816323e-218	-1.304097299	0.46	0.558	7.6827955245474e-214	ECs	Kif1b
7.70333679236065e-216	-1.240638895	0.435	0.553	2.15678023512514e-211	ECs	Ctsz
2.11411685108743e-197	-1.548750206	0.237	0.414	5.91910435967459e-193	ECs	Aldoc
4.40459913780588e-195	-1.087643114	0.228	0.385	1.23319966660289e-190	ECs	Cebpb
1.72521394388333e-186	-1.004880318	0.334	0.466	4.83025400008456e-182	ECs	Tulp4
5.05767684523236e-180	-1.260242483	0.115	0.264	1.41604836312816e-175	ECs	Chchd10
4.83949440113795e-178	-1.488772562	0.932	0.952	1.3549616424306e-173	ECs	Ptgds
2.26524620964687e-175	-1.253824805	0.222	0.372	6.3422363377693e-171	ECs	Opalin
9.04874941918054e-175	-1.407744817	0.16	0.313	2.53346886238217e-170	ECs	Atp1b2
1.46314343792294e-158	-1.214843082	0.269	0.392	4.09650899749664e-154	ECs	Cd83
1.34520020875554e-157	-1.788099024	0.359	0.489	3.76629154447375e-153	ECs	Atp1a2
2.01355611125135e-151	-1.372780597	0.186	0.324	5.63755440028154e-147	ECs	Clu
1.47286948205637e-149	-1.05180764	0.371	0.474	4.12373997586144e-145	ECs	Grn
5.46261106177267e-149	-1.323588986	0.122	0.257	1.52942184507511e-144	ECs	Slc4a4
1.62560144755089e-145	-1.666996986	0.237	0.38	4.55135893285297e-141	ECs	Slc1a2
8.66511453765308e-126	-1.516643616	0.231	0.36	2.42605876825211e-121	ECs	Ccl4
6.61752450961621e-122	-1.095481774	0.132	0.253	1.85277451220235e-117	ECs	Ccl3
5.32909840717528e-120	-1.390602407	0.158	0.279	1.49204097204094e-115	ECs	Aqp4
1.1454001627155e-117	-1.069542696	0.428	0.49	3.20689137557086e-113	ECs	Enpp2
1.17756489720081e-99	-1.796474474	0.224	0.332	3.29694619918284e-95	ECs	Nnat
1.0512615795124e-86	-1.011710835	0.798	0.79	2.94332217031881e-82	ECs	Apod
5.95632498792122e-81	-1.073502089	0.534	0.571	1.66765187011818e-76	ECs	Qdpr
1.09916655787464e-55	-1.049466442	0.554	0.535	3.07744652873743e-51	ECs	Sept4
1.22279447676463e-50	-1.123978373	0.638	0.606	3.42357997604561e-46	ECs	Car2
2.79402538798872e-30	-1.397690776	0.921	0.915	7.82271228129083e-26	ECs	Apoe
9.67627436795607e-18	-2.327509793	0.215	0.25	2.70916329754034e-13	ECs	Vtn
0	5.70402606749964	0.894	0.197	0	Pericytes	Vtn
0	4.84626484517559	0.931	0.156	0	Pericytes	Rgs5
0	3.87563222316119	0.698	0.088	0	Pericytes	Mgp
0	3.85835020204524	0.761	0.075	0	Pericytes	Myl9
0	3.67909649927879	0.867	0.236	0	Pericytes	Cald1
0	3.67622129673949	0.727	0.043	0	Pericytes	Ndufa4l2
0	3.49733700103862	0.63	0.056	0	Pericytes	Ifitm1
0	3.33602511463766	0.654	0.039	0	Pericytes	Higd1b
0	3.31382081737669	0.568	0.024	0	Pericytes	Kcnj8
0	2.9703314324093	0.655	0.051	0	Pericytes	Nbl1
0	2.93198537358444	0.554	0.023	0	Pericytes	Abcc9
0	2.92485392574982	0.565	0.036	0	Pericytes	Art3
0	2.90970379127766	0.592	0.043	0	Pericytes	Rgs4
0	2.88750884354809	0.662	0.157	0	Pericytes	Mfge8
0	2.87568450961292	0.594	0.084	0	Pericytes	Gm13889
0	2.8715000313579	0.613	0.031	0	Pericytes	Pdgfrb
0	2.72175741314205	0.559	0.021	0	Pericytes	Cox4i2
0	2.68285298015117	0.544	0.021	0	Pericytes	P2ry14
0	2.64581821513336	0.548	0.02	0	Pericytes	Atp13a5
0	2.55224380870109	0.88	0.343	0	Pericytes	Igfbp7
0	2.41985125050732	0.556	0.023	0	Pericytes	Notch3
0	2.36124609014656	0.534	0.034	0	Pericytes	Cspg4
0	2.34986521362036	0.545	0.046	0	Pericytes	Gucy1b3
0	2.27469275759461	0.598	0.292	0	Pericytes	Hspa1a
0	2.1100404693941	0.442	0.009	0	Pericytes	Slc6a20a
0	2.08119624067846	0.46	0.048	0	Pericytes	Sod3
0	2.07982959520981	0.483	0.036	0	Pericytes	Mylk
0	2.06366378381913	0.581	0.134	0	Pericytes	Ebf1
0	2.05383381585248	0.365	0.026	0	Pericytes	Tpm2
0	2.04019228895204	0.5	0.039	0	Pericytes	Slc19a1
0	2.02220190093406	0.444	0.019	0	Pericytes	Gja4
0	1.98728408702467	0.464	0.014	0	Pericytes	Gper1
0	1.95060727395798	0.422	0.01	0	Pericytes	Ace2
0	1.92157016816084	0.555	0.142	0	Pericytes	Myo1b
0	1.9000553265474	0.458	0.031	0	Pericytes	Gucy1a3
0	1.82444652335685	0.395	0.013	0	Pericytes	Gm13861
0	1.81428914346744	0.342	0.02	0	Pericytes	Rasl11a
0	1.78447961221314	0.466	0.07	0	Pericytes	Nr2f2
0	1.77118637801776	0.49	0.106	0	Pericytes	Gjc1
0	1.77023699101222	0.564	0.186	0	Pericytes	Col4a1
0	1.76726137565366	0.853	0.438	0	Pericytes	Atp1a2
0	1.75791552827515	0.461	0.171	0	Pericytes	Phlda1
0	1.75397587580679	0.513	0.137	0	Pericytes	Dlc1
0	1.75223319572637	0.494	0.109	0	Pericytes	Sept11
0	1.74324055055253	0.365	0.008	0	Pericytes	Casq2
0	1.71930519673831	0.471	0.165	0	Pericytes	Uchl1
0	1.70972060570507	0.536	0.206	0	Pericytes	Pitpnc1
0	1.70890318921339	0.334	0.008	0	Pericytes	Aspn
0	1.70481104750066	0.415	0.021	0	Pericytes	Zic1
0	1.67548490431809	0.422	0.02	0	Pericytes	Bgn
0	1.6692684760438	0.497	0.164	0	Pericytes	Eva1b
0	1.65628816533332	0.464	0.08	0	Pericytes	Rasgrp2
0	1.64587881227772	0.383	0.007	0	Pericytes	Il34
0	1.62460165682013	0.362	0.009	0	Pericytes	Perp
0	1.62268644796636	0.432	0.045	0	Pericytes	Lhfp
0	1.61705077786573	0.397	0.038	0	Pericytes	Ecm2
0	1.61343523929248	0.393	0.007	0	Pericytes	Foxd1
0	1.55652389178288	0.396	0.026	0	Pericytes	Pth1r
0	1.54847707530535	0.589	0.218	0	Pericytes	Car4
0	1.53482236154874	0.373	0.005	0	Pericytes	Slc38a11
0	1.52680902925895	0.431	0.085	0	Pericytes	Nid1
0	1.51502620751279	0.421	0.08	0	Pericytes	Ctdspl
0	1.51462176475609	0.375	0.023	0	Pericytes	Pde8b
0	1.48897387706242	0.378	0.06	0	Pericytes	Pdzd2
0	1.48818414980544	0.782	0.605	0	Pericytes	Ptn
0	1.47344336990412	0.429	0.123	0	Pericytes	Lamc1
0	1.46227361640089	0.554	0.22	0	Pericytes	Ifitm2
0	1.45934702783087	0.345	0.07	0	Pericytes	Ackr3
0	1.4298753574446	0.669	0.314	0	Pericytes	Hspb1
0	1.42939402318088	0.36	0.017	0	Pericytes	Colec12
0	1.42408234139483	0.365	0.024	0	Pericytes	Tbxa2r
0	1.41515158181991	0.325	0.006	0	Pericytes	Foxs1
0	1.40935038872961	0.345	0.014	0	Pericytes	Pcdh18
0	1.40678076310186	0.339	0.013	0	Pericytes	Enpep
0	1.40526784868901	0.458	0.128	0	Pericytes	Dmd
0	1.40444645837331	0.367	0.044	0	Pericytes	Ggt5
0	1.3939992927735	0.376	0.067	0	Pericytes	Lgals1
0	1.39217577090846	0.389	0.069	0	Pericytes	Inpp4b
0	1.38658033683942	0.354	0.011	0	Pericytes	S1pr3
0	1.36741429129904	0.298	0.006	0	Pericytes	Pla1a
0	1.36152043308711	0.437	0.119	0	Pericytes	Sdc2
0	1.36139297538804	0.477	0.152	0	Pericytes	Col4a2
0	1.35377579612646	0.313	0.068	0	Pericytes	G0s2
0	1.35240238308937	0.462	0.178	0	Pericytes	S100a11
0	1.34942729035562	0.301	0.011	0	Pericytes	Ajap1
0	1.3411314031705	0.403	0.088	0	Pericytes	Itga1
0	1.33101912453954	0.484	0.206	0	Pericytes	Tns1
0	1.31851827478369	0.374	0.06	0	Pericytes	Gpx8
0	1.30117997435455	0.364	0.057	0	Pericytes	Phldb2
0	1.28592574861119	0.44	0.173	0	Pericytes	Tnfaip1
0	1.28005427616251	0.327	0.023	0	Pericytes	Pde5a
0	1.27903983301072	0.335	0.016	0	Pericytes	Arhgef17
0	1.26588926386148	0.345	0.083	0	Pericytes	Cog7
0	1.26285206303758	0.468	0.187	0	Pericytes	Serpinh1
0	1.25258702357304	0.318	0.017	0	Pericytes	Atp2a3
0	1.24427248878408	0.311	0.006	0	Pericytes	Cd248
0	1.24096314207958	0.335	0.034	0	Pericytes	Arhgap42
0	1.22446447288519	0.267	0.004	0	Pericytes	Tbx3os1
0	1.2244169777542	0.319	0.02	0	Pericytes	Slc30a10
0	1.21244660811095	0.399	0.152	0	Pericytes	Dtx3
0	1.20666494435549	0.285	0.005	0	Pericytes	Tbx2
0	1.19196500921128	0.318	0.043	0	Pericytes	Klhl23
0	1.18690739001556	0.332	0.074	0	Pericytes	Tns2
0	1.18281755336533	0.331	0.063	0	Pericytes	Ankrd50
0	1.17950846306622	0.25	0.002	0	Pericytes	Mir143hg
0	1.17389877923197	0.442	0.174	0	Pericytes	Adap2
0	1.17272011344266	0.371	0.134	0	Pericytes	Btbd3
0	1.17012494564237	0.28	0.006	0	Pericytes	Ano1
0	1.16576884229691	0.311	0.066	0	Pericytes	Ddit4l
0	1.1650654121988	0.327	0.049	0	Pericytes	Plxdc1
0	1.16169690595842	0.272	0.067	0	Pericytes	Bcr
0	1.16164960318545	0.283	0.009	0	Pericytes	Lamc3
0	1.15078422305204	0.252	0.014	0	Pericytes	Cygb
0	1.14764082144787	0.333	0.055	0	Pericytes	Tgfb1i1
0	1.14455379021782	0.375	0.1	0	Pericytes	Foxc1
0	1.13211279386698	0.351	0.115	0	Pericytes	Limd1
0	1.13011595724493	0.277	0.018	0	Pericytes	Lama2
0	1.12333508767201	0.396	0.134	0	Pericytes	Vcl
0	1.11783699130754	0.394	0.14	0	Pericytes	Rbpms
0	1.11488773556865	0.396	0.138	0	Pericytes	Pid1
0	1.09991595345952	0.307	0.017	0	Pericytes	Heyl
0	1.09904918813066	0.258	0.005	0	Pericytes	Trpc3
0	1.08796260665104	0.309	0.054	0	Pericytes	Hrct1
0	1.06383428141231	0.349	0.102	0	Pericytes	Cp
0	1.05309225198394	0.3	0.053	0	Pericytes	Nrarp
0	1.05153675304284	0.38	0.124	0	Pericytes	Bcam
0	1.0489269029493	0.252	0.032	0	Pericytes	Tcf15
0	1.03757009538936	0.273	0.025	0	Pericytes	Egflam
0	1.0223672031162	0.272	0.023	0	Pericytes	Naalad2
0	1.01418491113328	0.26	0.051	0	Pericytes	Rnd3
0	1.00064907057005	0.335	0.088	0	Pericytes	4930523C07Rik
5.47974967847049e-304	1.17058736266217	0.285	0.077	1.53422031497817e-299	Pericytes	Meg3
6.16281971557684e-304	1.04135301780307	0.772	0.522	1.7254662639672e-299	Pericytes	Sept4
9.08519628541441e-304	1.02669792630939	0.334	0.108	2.54367325599033e-299	Pericytes	Mcam
2.24777140711234e-297	1.3284823750821	0.477	0.22	6.29331038563312e-293	Pericytes	Plat
1.36768765739182e-292	1.68071311292808	0.562	0.318	3.82925190316561e-288	Pericytes	Tpm1
5.1456526936502e-291	1.07489909635662	0.334	0.113	1.44067984116818e-286	Pericytes	Spry1
4.89498438793409e-289	1.26282209622124	0.458	0.193	1.37049772893379e-284	Pericytes	Hes1
1.7929334570335e-279	1.22203399555999	0.281	0.085	5.01985509300238e-275	Pericytes	Wtip
4.62434507194811e-272	1.12594544625469	0.792	0.688	1.29472413324403e-267	Pericytes	Sept7
2.78802355715911e-268	-1.071386988	0.598	0.831	7.80590835533408e-264	Pericytes	Qk
4.76687697152273e-267	1.38666240636009	0.536	0.305	1.33463021448693e-262	Pericytes	Mprip
1.20589575257108e-266	1.0309653962358	0.358	0.133	3.37626692804851e-262	Pericytes	Eps8
3.60053677509171e-263	1.32237625801665	0.413	0.179	1.00807828629018e-258	Pericytes	Dbp
2.33843029764475e-262	1.24142630746466	0.352	0.131	6.54713714734577e-258	Pericytes	Filip1l
9.64532239383744e-262	1.25030207639766	0.755	0.671	2.70049736382661e-257	Pericytes	Myl6
2.31718409957016e-259	1.2756869838482	0.493	0.247	6.48765204197653e-255	Pericytes	Fry
3.4392431227645e-256	1.83514840965259	0.417	0.175	9.62919289511606e-252	Pericytes	Hspa1b
8.35677318456419e-256	2.01651034458216	0.486	0.247	2.33972935621428e-251	Pericytes	Crip1
7.17691036428465e-253	1.22276287589273	0.35	0.133	2.00939136379242e-248	Pericytes	Flna
1.61741093576014e-245	1.15079541273373	0.688	0.497	4.52842713794123e-241	Pericytes	Gng11
5.54943268335423e-245	1.37120174281495	0.511	0.299	1.55373016268552e-240	Pericytes	Pten
4.06850674500283e-243	1.06005001649024	0.469	0.213	1.13910051846589e-238	Pericytes	Utrn
3.20439037554692e-239	-1.158332531	0.711	0.884	8.97165217345626e-235	Pericytes	Ckb
4.10109361181635e-237	1.17198275291274	0.428	0.202	1.14822418943634e-232	Pericytes	Lmna
1.15264082308585e-235	-1.160046001	0.276	0.606	3.22716377647575e-231	Pericytes	Cd9
5.29714874963376e-225	1.14670397538578	0.325	0.121	1.48309570692246e-220	Pericytes	Rrad
3.71030717299914e-217	1.04698899369465	0.389	0.178	1.0388118022963e-212	Pericytes	Lbh
6.37456137657461e-209	-1.102418796	0.255	0.55	1.78474969421336e-204	Pericytes	Bin1
8.74428848368544e-203	1.16360412066768	0.557	0.36	2.44822588966225e-198	Pericytes	Tagln2
3.66533070244552e-191	1.09995123973469	0.397	0.201	1.0262192900707e-186	Pericytes	Oaz2
1.99311580771925e-176	1.01182394356292	0.492	0.29	5.58032563845235e-172	Pericytes	Aldh2
7.84632186429126e-171	-1.014109279	0.109	0.38	2.19681319556427e-166	Pericytes	Lpcat2
2.96883114928307e-168	1.09773110036393	0.607	0.502	8.31213345176273e-164	Pericytes	Itgb1
3.26317013007128e-167	-1.185041709	0.131	0.395	9.13622373017358e-163	Pericytes	Basp1
9.17460710139112e-150	1.10997051296695	0.588	0.494	2.56870649624749e-145	Pericytes	Map1lc3a
3.2665902362709e-139	-1.603842276	0.198	0.421	9.14579934351127e-135	Pericytes	Cx3cr1
3.14391879790087e-137	-1.119859818	0.31	0.541	8.80234385036286e-133	Pericytes	Syt11
1.84321519814337e-133	-1.671254249	0.408	0.6	5.16063391176181e-129	Pericytes	C1qc
4.01441248582154e-133	-1.16882638	0.521	0.73	1.12395520778031e-128	Pericytes	Cnp
1.08486503778391e-131	-1.207394218	0.206	0.429	3.0374051327874e-127	Pericytes	Laptm5
5.90901509694835e-126	-1.07100988	0.166	0.39	1.6544060468436e-121	Pericytes	Ptprd
2.34359754480392e-125	-1.297143604	0.229	0.443	6.56160440594202e-121	Pericytes	Trem2
4.00381704155865e-125	-1.188388583	0.145	0.362	1.12098869529559e-120	Pericytes	Selplg
1.10068291759661e-124	-1.338595596	0.286	0.502	3.081692032687e-120	Pericytes	Tyrobp
3.35913456151155e-120	-1.04284338	0.343	0.549	9.40490494532003e-116	Pericytes	Gpm6b
4.13470383336856e-119	-1.254564688	0.133	0.343	1.15763437926653e-114	Pericytes	P2ry12
3.43353392697498e-118	-1.146599554	0.141	0.354	9.61320828874454e-114	Pericytes	Fcrls
3.7107194483791e-118	-1.608155052	0.564	0.716	1.03892723115718e-113	Pericytes	C1qb
6.9887477626374e-117	-1.026605362	0.103	0.309	1.95670959858322e-112	Pericytes	Gjc3
6.61824055357118e-116	-1.245776703	0.299	0.499	1.85297499018886e-111	Pericytes	Csf1r
1.4970354829562e-115	-1.345722782	0.239	0.441	4.19139994518076e-111	Pericytes	Fcer1g
5.56720670962915e-113	-1.339342793	0.18	0.38	1.55870653456197e-108	Pericytes	Ly86
2.26582047572623e-112	-1.08321191	0.096	0.294	6.3438441679383e-108	Pericytes	Gpr34
2.55414599497633e-112	-1.646909676	0.564	0.712	7.15109795673472e-108	Pericytes	C1qa
8.63994182748944e-108	-1.55359156	0.572	0.723	2.41901091286049e-103	Pericytes	Ctss
1.14940046765473e-106	-1.000764519	0.366	0.554	3.2180914293397e-102	Pericytes	Kif1b
1.13424785151362e-104	-1.084228945	0.142	0.336	3.17566713466783e-100	Pericytes	Olfml3
5.47342871854953e-103	-1.082072617	0.435	0.624	1.5324505726195e-98	Pericytes	Car2
2.25002374846299e-100	-1.008973141	0.252	0.449	6.29961649094667e-96	Pericytes	Ugt8a
1.04691401652914e-97	-1.433693898	0.817	0.923	2.9311498634783e-93	Pericytes	Apoe
7.6322801056105e-94	-1.373998381	0.57	0.713	2.13688578396883e-89	Pericytes	Hexb
5.57899774278565e-93	-1.187534966	0.487	0.649	1.56200778802513e-88	Pericytes	Mag
1.13665615268172e-92	-1.193218063	0.666	0.8	3.18240989627829e-88	Pericytes	Ctsd
2.00309704987746e-91	-1.006926879	0.446	0.606	5.60827112024693e-87	Pericytes	Lgmn
1.7311264019963e-90	1.08169080911552	0.632	0.546	4.84680770030925e-86	Pericytes	Fosb
4.99003402375388e-89	-1.285172832	0.608	0.759	1.39710972597061e-84	Pericytes	Mal
1.41568698691383e-85	-1.002767832	0.39	0.566	3.96364042596135e-81	Pericytes	Cldn11
2.8565234479364e-74	-1.157211045	0.737	0.846	7.99769434953234e-70	Pericytes	Dbi
5.76194113080557e-70	-1.157094433	0.537	0.662	1.61322827780294e-65	Pericytes	Aplp1
1.526598151681e-67	-1.045398324	0.113	0.256	4.27416950507647e-63	Pericytes	Gja1
1.6841012859173e-67	-1.16234007	0.221	0.395	4.71514678031126e-63	Pericytes	Aldoc
2.69504470644008e-67	-1.127388444	0.159	0.31	7.54558616909095e-63	Pericytes	Clu
9.89026268073098e-64	-1.395258225	0.406	0.577	2.76907574535106e-59	Pericytes	Mt3
1.43833169250329e-62	-1.006410912	0.111	0.255	4.02704107267072e-58	Pericytes	Lyz2
1.76248634911782e-51	-1.264927113	0.222	0.365	4.93460928026007e-47	Pericytes	Slc1a2
6.05333458877956e-51	-1.037716043	0.137	0.267	1.6948126181665e-46	Pericytes	Aqp4
9.36524266668697e-46	-1.123538879	0.214	0.346	2.62208064181902e-41	Pericytes	Ccl4
8.09860813323161e-45	-1.204361811	0.995	0.998	2.26744830514219e-40	Pericytes	Plp1
2.17457117381598e-39	-1.076549811	0.263	0.364	6.08836437244999e-35	Pericytes	Mafb
2.42676797389691e-38	-1.445472511	0.205	0.321	6.79446497331656e-34	Pericytes	Nnat
9.5339460699612e-20	-1.280048856	0.992	0.997	2.66931422066774e-15	Pericytes	Cst3
0	3.08791006241343	0.984	0.612	0	Microglia	C1qa
0	3.082757848	0.971	0.464	0	Microglia	C1qc
0	3.07799147784634	0.976	0.629	0	Microglia	Ctss
0	3.05623706340728	0.983	0.617	0	Microglia	C1qb
0	2.94649595077849	0.969	0.619	0	Microglia	Hexb
0	2.9063989503791	0.883	0.253	0	Microglia	Cx3cr1
0	2.72365222588442	0.902	0.277	0	Microglia	Trem2
0	2.70310207044888	0.84	0.202	0	Microglia	Mafb
0	2.68276929012095	0.843	0.213	0	Microglia	Ly86
0	2.66888446726008	1	0.996	0	Microglia	Cst3
0	2.6360065768408	0.957	0.334	0	Microglia	Csf1r
0	2.59609325499965	0.985	0.729	0	Microglia	Ctsd
0	2.58158680203697	0.866	0.181	0	Microglia	Selplg
0	2.5649966954229	0.85	0.292	0	Microglia	Fcer1g
0	2.52800403705754	0.869	0.365	0	Microglia	Tyrobp
0	2.52043421806035	0.799	0.179	0	Microglia	P2ry12
0	2.4193275284957	0.846	0.177	0	Microglia	Fcrls
0	2.41575333595962	0.93	0.488	0	Microglia	Lgmn
0	2.39780524716172	0.82	0.163	0	Microglia	Olfml3
0	2.39390152594728	0.898	0.26	0	Microglia	Laptm5
0	2.31596300865981	0.754	0.129	0	Microglia	Gpr34
0	2.2947313921277	0.794	0.216	0	Microglia	Rgs10
0	2.27947291890681	0.829	0.418	0	Microglia	Atf3
0	2.24145500777817	0.814	0.119	0	Microglia	Tmem119
0	2.18750607704823	0.854	0.181	0	Microglia	Unc93b1
0	2.17886173618057	0.871	0.429	0	Microglia	Ier5
0	2.16869378770652	0.577	0.261	0	Microglia	Ccl4
0	2.16314567437398	0.785	0.129	0	Microglia	Fcgr3
0	2.12840863842973	0.89	0.418	0	Microglia	Ctsz
0	2.12330916619815	0.822	0.121	0	Microglia	Pld4
0	2.12034766454161	0.788	0.125	0	Microglia	Siglech
0	2.01696423680843	0.782	0.239	0	Microglia	Cd83
0	1.96998779118461	0.817	0.237	0	Microglia	Basp1
0	1.96194688270644	0.869	0.324	0	Microglia	Grn
0	1.95855145626142	0.758	0.096	0	Microglia	Fyb
0	1.95723766768582	0.75	0.154	0	Microglia	Aif1
0	1.95562934102288	0.833	0.192	0	Microglia	Itgb5
0	1.95223713154809	0.862	0.351	0	Microglia	Kctd12
0	1.914391002	0.751	0.098	0	Microglia	Lair1
0	1.90030518672341	0.821	0.215	0	Microglia	Lpcat2
0	1.89996997402525	0.806	0.182	0	Microglia	Vsir
0	1.88478673871615	0.669	0.13	0	Microglia	Il1a
0	1.8605316789629	0.755	0.153	0	Microglia	Cd14
0	1.85975968621333	0.749	0.225	0	Microglia	Nfkbiz
0	1.84686578043151	0.697	0.125	0	Microglia	Bcl2a1b
0	1.83175929199095	0.749	0.099	0	Microglia	Hpgds
0	1.82745543402565	0.732	0.089	0	Microglia	Irf8
0	1.82277927210795	0.725	0.083	0	Microglia	Spi1
0	1.817414865	0.783	0.175	0	Microglia	Tgfbr1
0	1.81392227231929	0.72	0.102	0	Microglia	Cd68
0	1.80765012412458	0.882	0.577	0	Microglia	Ctsl
0	1.77412674008835	0.615	0.075	0	Microglia	Runx1
0	1.77287801612576	0.738	0.237	0	Microglia	Socs3
0	1.77064191153683	0.776	0.128	0	Microglia	Coro1a
0	1.76786982523602	0.756	0.145	0	Microglia	Plek
0	1.76772988756842	0.953	0.737	0	Microglia	Junb
0	1.76171089291594	0.648	0.136	0	Microglia	Rgs2
0	1.76081101057042	0.702	0.091	0	Microglia	AF251705
0	1.74479208685503	0.482	0.152	0	Microglia	Ccl3
0	1.74224907204148	0.72	0.101	0	Microglia	Apbb1ip
0	1.74114941373155	0.573	0.097	0	Microglia	Tnf
0	1.7333236290884	0.726	0.106	0	Microglia	Cd53
0	1.73266648339054	0.882	0.594	0	Microglia	Egr1
0	1.71589796314082	0.679	0.097	0	Microglia	Hpgd
0	1.71536016618838	0.762	0.133	0	Microglia	Mpeg1
0	1.69475564286921	0.765	0.139	0	Microglia	Itgam
0	1.690223478	0.648	0.063	0	Microglia	Pou2f2
0	1.68996274886809	0.563	0.071	0	Microglia	Gpr84
0	1.67899335239101	0.779	0.257	0	Microglia	Skil
0	1.66528231239099	0.823	0.265	0	Microglia	Mef2c
0	1.66465625260988	0.704	0.084	0	Microglia	Ptgs1
0	1.6641857397292	0.642	0.059	0	Microglia	Cd84
0	1.66274325464052	0.88	0.615	0	Microglia	Nfkbia
